"",Member ID,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
216,296,openended4,No,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,296,openended5,No,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,138,openended1,Bad for health,1,3,99,,,1,3,0,100,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,138,openended2,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,138,openended3,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,138,openended4,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,138,openended5,with mask,1,2,99,,,,2,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,70,openended1,No,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,70,openended2,Regulate companies on CO2 output,1,5,99,,,,5,40,80,20,20,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,70,openended3,Unsure,1,1,,,,,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,70,openended4,No,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,70,openended5,I don’t know how,1,4,1,1,99,,4,0,100,100,75,25,25,25,0,0,0,0,0,0,0,0,0,25,25,0,25,50,0,0,0,0,0,0,50,0,50,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,25,0,0
219,367,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,367,openended2,Trees and vegetation,1,3,10.19,,,,3,33.33,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,367,openended3,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,367,openended4,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,367,openended5,Keep carpets and rugs clean.,1,5,39.7,,,99,5,20,100,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
220,372,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,372,openended2,Use energy efficient appliances and equipment,1,6,49.68,,,,6,50,50,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,16.67,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,372,openended3,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,372,openended4,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,372,openended5,Reduce pollutants and sources,1,4,26.1,,,,4,50,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,250,openended1,"Pesticide drift
Air pollution can harm the natural environment, leading to ecosystem disruption and loss of biodiversity.",1,17,95.53,,1.39,1,17,47.06,64.71,35.29,29.41,0,0,0,0,0,0,0,0,5.88,5.88,0,11.76,5.88,0,5.88,0,5.88,5.88,0,5.88,0,5.88,5.88,5.88,0,5.88,0,0,5.88,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,11.76,0,5.88,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,0
221,250,openended2,"Implement green transportation initiatives, such as bike lanes and public transit improvements, to reduce vehicle emissions and associated heat",1,19,80.4,,,92.27,19,42.11,52.63,36.84,26.32,0,0,0,0,0,0,0,0,5.26,0,0,10.53,0,0,15.79,0,0,10.53,0,10.53,0,10.53,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,10.53,0,10.53,0,0,0,0,0
221,250,openended3,U.S. Green Building Council: Strategies for Combating Urban Heat Islands,1,10,97.77,,7.03,1,10,50,80,30,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,10,0
221,250,openended4,"Worsening of existing chronic medical conditions, such as diabetes or hypertension",1,11,89.52,5.27,50.45,1,11,63.64,81.82,45.45,36.36,0,0,0,0,0,0,0,0,9.09,0,0,18.18,0,0,18.18,0,0,9.09,0,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,36.36,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0
221,250,openended5,Advocate for stricter air quality regulations and enforcement.,1,8,89.52,,,,8,62.5,62.5,37.5,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,37.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
222,320,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,320,openended2,Reduce the heat island effect,1,5,99,,63.35,,5,0,60,20,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,320,openended3,Mitigation strategy,1,2,,,,,2,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,320,openended4,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,320,openended5,leave interior doors open,1,4,,,99,,4,25,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,231,openended1,"Emissions from nearby traffic lead to poor air quality, making my child's asthma symptoms worse.",1,15,96.08,77.41,19.26,1,15,26.67,73.33,46.67,20,6.67,6.67,6.67,0,0,0,0,0,6.67,0,0,13.33,0,0,0,0,6.67,20,0,13.33,0,6.67,13.33,13.33,0,13.33,0,13.33,0,0,0,0,0,13.33,0,13.33,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,20,6.67,6.67,0,0,6.67,0,0
223,231,openended2,Invest in green roof installations to help regulate temperatures and reduce the urban heat island effect.,1,16,98.55,,54.55,96.74,16,18.75,68.75,37.5,25,0,0,0,0,0,0,0,0,6.25,6.25,0,12.5,0,0,6.25,0,0,12.5,0,12.5,6.25,0,6.25,6.25,0,6.25,6.25,6.25,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12.5,6.25,0,6.25,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
223,231,openended3,I would need information on the current mitigation strategies implemented in Dane County.,1,13,96.67,7.93,30.98,,13,38.46,69.23,53.85,38.46,7.69,7.69,7.69,0,0,0,0,0,7.69,7.69,0,15.38,7.69,0,0,0,15.38,7.69,0,7.69,0,7.69,0,23.08,0,23.08,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
223,231,openended4,"My uncle, who is in his 70s, experienced heat-related dizziness and fatigue during a record-breaking heatwave.",1,16,62.1,94.84,15.38,1,16,37.5,81.25,50,50,18.75,18.75,6.25,0,0,6.25,0,0,18.75,6.25,6.25,12.5,6.25,0,6.25,0,6.25,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,0,0,0,0,18.75,0,0,0,0,0,0,18.75,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,12.5,0,0,6.25,0,0,6.25,6.25,0,6.25,0,0,0,0,0,0,31.25,6.25,12.5,0,0,0,12.5,0
223,231,openended5,"No, I didn't do anything because I didn't believe my actions would have a significant impact.",1,16,1,1,99,,16,31.25,93.75,87.5,75,25,18.75,18.75,0,0,0,0,6.25,18.75,6.25,0,0,31.25,0,6.25,18.75,37.5,6.25,0,0,0,0,0,50,6.25,43.75,6.25,12.5,6.25,6.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,6.25,6.25,0,0,12.5,0,0
224,172,openended1,none,1,1,1,1,,,1,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,172,openended2,"Create green Spaces and public Spaces, provide summer centers, provide economic assistance to special areas, and increase education and publicity.",1,20,69.05,,28.56,,20,45,85,45,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,5,15,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,10,5,0,0,5,0,10,0,0,0,0,0,0,20,5,15,0,0,0,0,0
224,172,openended3,"Learn how the urban heat island effect affects your community and the possible causes, such as building density, roads, and concrete use. Learn about the effects of climate change on Wisconsin, including higher temperatures, increased extreme weather events, and more. Learn how climate change is related to urban heat issues and learn about possible responses. Learn about urban heat data for our communities, including average summer temperatures, frequency and intensity of heat wave events, and more. This data can help understand the extent of the urban heat problem in our communities. Find out about resources and support in our community, such as summer centers, community organizations, volunteer groups, etc. Find out how these resources and support can help residents cope with the heat and provide necessary assistance and support.",1,129,85.98,91.66,85.84,69.02,18.43,31.78,85.27,56.59,39.53,4.65,3.1,0,2.33,0.78,0,0,1.55,12.4,4.65,0,14.73,2.33,5.43,9.3,0,12.4,10.08,3.1,7.75,7.75,0,0,22.48,0,22.48,13.95,8.53,1.55,1.55,0,0,0,4.65,3.88,0.78,0,0,0,0,0,0,0,20.93,13.18,5.43,0,0,0,0.78,7.75,0,0,0,0,0,0,0,0,3.1,0,0.78,2.33,0,0,0.78,0.78,0,0,0.78,0,0,0,0,0.78,0,0,0,0,0,0,0,4.65,6.2,14.73,0,0.78,7.75,0,0,4.65,3.1,0,3.88,0,0,0,0,0,0,15.5,5.43,10.08,0,0,0,0,0
224,172,openended4,"Many residents experienced heat stroke in the hot weather. These include people vulnerable to heat, such as the elderly, children and the chronically ill. They may experience symptoms of heat stroke such as dizziness, fatigue, nausea and vomiting. In hot weather, the concentration of pollutants in the air may increase, which poses a threat to respiratory health. Residents may experience symptoms such as wheezing, coughing and difficulty breathing, especially those who already have respiratory problems. Hot weather increases the risk of cardiovascular disease. Residents may experience symptoms such as heart palpitations, chest tightness, and elevated blood pressure. For people who already have conditions such as heart disease and high blood pressure, hot weather can lead to more serious health problems. In hot weather, the human body is prone to water loss and electrolyte imbalance. Residents may experience dehydration symptoms such as thirst, headaches, weakness, and muscle cramps. Prolonged exposure to high temperatures can also lead to electrolyte imbalances, which can affect the body's normal functions.",1,165,80,50.89,1.91,1,15,37.58,83.03,50.3,40.61,4.85,2.42,0.61,0,0,0,0.61,2.42,11.52,5.45,0,12.12,7.27,2.42,8.48,0,8.48,7.88,2.42,3.03,0,1.21,3.03,10.91,0,10.91,0.61,1.82,1.82,3.03,0,1.21,0,4.24,0,4.24,0.61,0,0.61,0,0,0,0,4.24,0.61,0,0,0.61,0,0,3.64,0,0,0,0,0,0,0,0,2.42,0,2.42,0,0,0,18.79,13.94,6.06,0,0,0,0,0.61,0,0.61,0,0,1.21,0,0.61,0,1.82,0,3.03,10.91,0.61,0,3.64,0,0.61,6.06,2.42,1.21,2.42,3.64,0,0,0,0,0,16.97,6.67,9.7,0,0,0.61,0,0
224,172,openended5,"Minimize the use of personal vehicles and choose to walk, bike or use public transportation to get around. Reduce the amount of energy you use, such as turning off unwanted appliances and lights, and using efficient appliances and energy-saving lamps. Participate in afforestation activities to help increase vegetation cover. Share the importance of protecting air quality with family, friends and the community and encourage everyone to work together to improve the environment.",1,72,97.04,84.23,6.39,93.93,18,34.72,76.39,58.33,40.28,2.78,1.39,0,0,1.39,0,0,1.39,8.33,6.94,0,18.06,0,2.78,11.11,0,11.11,5.56,2.78,12.5,9.72,2.78,0,9.72,1.39,8.33,1.39,5.56,0,1.39,0,1.39,0,8.33,6.94,1.39,1.39,0,1.39,0,0,0,0,15.28,6.94,5.56,0,0,0,0,8.33,0,1.39,0,0,0,0,0,0,2.78,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,1.39,0,4.17,8.33,0,2.78,4.17,1.39,0,0,0,0,0,0,0,0,0,0,0,12.5,5.56,5.56,0,0,0,1.39,0
225,379,openended1,Bad air quality affects health,1,5,,,,1,5,40,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,20,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,379,openended2,NO,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,379,openended3,NO,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,379,openended4,NO,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
