"","GEOID","full_geoid","male_white_total","male_white_less_hs","male_white_hs_grad","male_white_some_college","male_white_bs","female_white_total","female_white_less_hs","female_white_hs_grad","female_white_some_college","female_white_bs","male_black_total","male_black_less_hs","male_black_hs_grad","male_black_some_college","male_black_bs","female_black_total","female_black_less_hs","female_black_hs_grad","female_black_some_college","female_black_bs","male_aian_total","male_aian_less_hs","male_aian_hs_grad","male_aian_some_college","male_aian_bs","female_aian_total","female_aian_less_hs","female_aian_hs_grad","female_aian_some_college","female_aian_bs","male_asian_total","male_asian_less_hs","male_asian_hs_grad","male_asian_some_college","male_asian_bs","female_asian_total","female_asian_less_hs","female_asian_hs_grad","female_asian_some_college","female_asian_bs","male_nhpi_total","male_nhpi_less_hs","male_nhpi_hs_grad","male_nhpi_some_college","male_nhpi_bs","female_nhpi_total","female_nhpi_less_hs","female_nhpi_hs_grad","female_nhpi_some_college","female_nhpi_bs","male_other_total","male_other_less_hs","male_other_hs_grad","male_other_some_college","male_other_bs","female_other_total","female_other_less_hs","female_other_hs_grad","female_other_some_college","female_other_bs","male_mixed_total","male_mixed_less_hs","male_mixed_hs_grad","male_mixed_some_college","male_mixed_bs","female_mixed_total","female_mixed_less_hs","female_mixed_hs_grad","female_mixed_some_college","female_mixed_bs","male_w_nothisp_total","male_w_nothisp_less_hs","male_w_nothisp_hs_grad","male_w_nothisp_some_college","male_w_nothisp_bs","female_w_nothisp_total","female_w_nothisp_less_hs","female_w_nothisp_hs_grad","female_w_nothisp_some_college","female_w_nothisp_bs","male_hisp_total","male_hisp_less_hs","male_hisp_hs_grad","male_hisp_some_college","male_hisp_bs","female_hisp_total","female_hisp_less_hs","female_hisp_hs_grad","female_hisp_some_college","female_hisp_bs","BLACK_TOTAL","BLACK_FEMALE","BLACK_MALE","BLACK_LESS_HS_TOTAL","BLACK_HS_TOTAL","BLACK_SOME_COLLEGE_TOTAL","BLACK_COLLEGE_TOTAL","HISP_TOTAL","HISP_FEMALE","HISP_MALE","HISP_LESS_HS_TOTAL","HISP_HS_TOTAL","HISP_SOME_COLLEGE_TOTAL","HISP_COLLEGE_TOTAL","UNDERREP_TOTAL","UNDERREP_FEMALE_TOTAL","UNDERREP_MALE","UNDERREP_LESS_HS_TOTAL","UNDERREP_HS_TOTAL","UNDERREP_SOME_COLLEGE_TOTAL","UNDERREP_COLLEGE_TOTAL"
"89","55075","Assembly District 75 (2018), Wisconsin",19379,1812,7653,6303,3611,19690,1414,6628,7070,4578,181,42,53,77,9,247,163,1,83,0,150,29,46,50,25,211,12,101,60,38,47,9,13,0,25,154,15,51,30,58,0,0,0,0,0,0,0,0,0,0,192,84,9,99,0,92,81,4,7,0,137,15,51,61,10,180,0,57,54,69,19190,1736,7614,6246,3594,19525,1368,6597,6997,4563,391,158,48,163,22,262,127,35,82,18,428,247,181,205,54,160,9,653,262,391,285,83,245,40,1081,509,572,490,137,405,49
"90","55056","Assembly District 56 (2018), Wisconsin",19735,978,5679,5997,7081,21090,893,5975,6544,7678,354,78,133,102,41,108,9,47,0,52,92,0,50,32,10,111,0,34,20,57,864,137,157,252,318,1065,270,159,208,428,0,0,0,0,0,14,0,0,14,0,156,21,61,74,0,92,0,46,43,3,103,5,8,36,54,128,0,37,19,72,19527,923,5638,5949,7017,20775,827,5922,6371,7655,394,76,103,122,93,419,66,99,222,32,462,108,354,87,180,102,93,813,419,394,142,202,344,125,1275,527,748,229,382,446,218
"91","55031","Assembly District 31 (2018), Wisconsin",18506,1464,6356,5400,5286,19146,1129,5808,6296,5913,366,30,118,121,97,357,23,129,111,94,31,0,4,23,4,61,19,24,10,8,140,17,22,16,85,356,15,84,71,186,0,0,0,0,0,0,0,0,0,0,541,234,236,71,0,544,212,184,93,55,90,30,39,15,6,190,39,38,52,61,17597,1011,6080,5313,5193,18502,845,5662,6170,5825,1506,699,549,163,95,1273,538,343,231,161,723,357,366,53,247,232,191,2779,1273,1506,1237,892,394,256,3502,1630,1872,1290,1139,626,447
"92","55094","Assembly District 94 (2018), Wisconsin",18605,725,5174,6811,5895,20218,798,4418,7361,7641,86,4,7,67,8,77,8,15,48,6,27,0,2,25,0,69,13,31,25,0,692,93,133,342,124,798,217,245,209,127,0,0,0,0,0,3,0,0,3,0,141,0,0,0,141,107,0,0,104,3,65,0,36,0,29,218,0,71,92,55,18466,712,5149,6761,5844,20111,785,4411,7323,7592,290,13,34,50,193,219,21,7,142,49,163,77,86,12,22,115,14,509,219,290,34,41,192,242,672,296,376,46,63,307,256
"93","55087","Assembly District 87 (2018), Wisconsin",18800,2272,8288,5337,2903,18419,1795,7069,5857,3698,76,6,25,34,11,45,9,28,2,6,802,155,296,271,80,885,118,234,448,85,88,1,3,70,14,70,11,43,10,6,22,15,7,0,0,3,0,0,3,0,52,19,27,6,0,57,6,14,10,27,337,13,135,151,38,224,20,55,91,58,18677,2196,8265,5322,2894,18244,1758,7022,5795,3669,228,96,60,63,9,284,45,77,78,84,121,45,76,15,53,36,17,512,284,228,141,137,141,93,633,329,304,156,190,177,110
"94","55043","Assembly District 43 (2018), Wisconsin",16767,1380,5831,5035,4521,17327,754,5807,5499,5267,290,42,55,162,31,269,72,18,104,75,80,10,38,7,25,36,0,16,20,0,113,0,10,27,76,205,0,2,66,137,0,0,0,0,0,33,30,3,0,0,350,143,125,29,53,224,32,97,91,4,220,2,51,123,44,63,5,8,22,28,16330,1228,5745,4900,4457,16893,659,5687,5330,5217,816,295,211,191,119,713,162,234,260,57,559,269,290,114,73,266,106,1529,713,816,457,445,451,176,2088,982,1106,571,518,717,282
"95","55069","Assembly District 69 (2018), Wisconsin",17999,2294,7447,5034,3224,18648,1720,6804,6163,3961,69,18,18,22,11,108,27,47,11,23,32,0,12,20,0,46,4,14,7,21,199,21,1,3,174,332,20,32,47,233,0,0,0,0,0,0,0,0,0,0,227,183,39,5,0,124,79,33,12,0,118,18,45,49,6,196,13,70,36,77,17486,2076,7241,5003,3166,18283,1604,6651,6120,3908,775,404,266,47,58,511,195,196,67,53,177,108,69,45,65,33,34,1286,511,775,599,462,114,111,1463,619,844,644,527,147,145
"96","55040","Assembly District 40 (2018), Wisconsin",20397,2063,8745,5991,3598,19377,1266,7941,6113,4057,369,115,159,76,19,43,18,2,23,0,158,19,29,44,66,55,37,8,2,8,94,0,42,14,38,143,21,36,64,22,13,0,7,1,5,1,0,1,0,0,181,86,68,27,0,115,37,29,35,14,266,33,141,52,40,109,0,34,63,12,20007,1855,8677,5909,3566,19124,1175,7893,6017,4039,616,298,162,109,47,369,123,87,127,32,412,43,369,133,161,99,19,985,369,616,421,249,236,79,1397,412,985,554,410,335,98
"97","55019","Assembly District 19 (2018), Wisconsin",17561,514,1934,4418,10695,16731,351,1571,3051,11758,1124,95,352,381,296,1162,183,415,251,313,213,5,139,59,10,107,6,46,47,8,1079,37,53,60,929,590,70,27,53,440,7,0,0,0,7,11,11,0,0,0,591,105,115,216,155,219,47,48,49,75,285,0,50,63,172,344,0,15,60,269,16869,330,1852,4210,10477,16101,258,1485,2910,11448,1305,296,224,352,433,893,151,165,211,366,2286,1162,1124,278,767,632,609,2198,893,1305,447,389,563,799,4484,2055,2429,725,1156,1195,1408
"98","55047","Assembly District 47 (2018), Wisconsin",18404,692,3642,4962,9108,19005,588,3539,5576,9302,1118,109,508,208,293,1239,85,249,443,462,13,0,12,1,0,37,0,30,7,0,838,175,73,106,484,1236,173,169,296,598,9,0,0,9,0,11,0,6,5,0,901,302,320,224,55,756,302,264,152,38,357,149,13,49,146,327,49,78,131,69,17459,468,3474,4727,8790,18106,376,3369,5322,9039,1993,619,488,459,427,1792,563,434,482,313,2357,1239,1118,194,757,651,755,3785,1792,1993,1182,922,941,740,6142,3031,3111,1376,1679,1592,1495
"99","55062","Assembly District 62 (2018), Wisconsin",18237,1274,5331,6081,5551,18891,843,5736,6204,6108,860,130,349,319,62,994,92,199,458,245,105,6,27,62,10,168,0,49,95,24,252,19,0,90,143,274,51,10,43,170,0,0,0,0,0,10,10,0,0,0,123,45,52,0,26,131,15,6,55,55,169,23,16,127,3,130,14,16,91,9,17317,1082,5000,5884,5351,17933,669,5498,5918,5848,1178,292,398,286,202,1133,203,257,354,319,1854,994,860,222,548,777,307,2311,1133,1178,495,655,640,521,4165,2127,2038,717,1203,1417,828
