"","STATEFP.x","COUNTYFP","TRACTCE","GEOID.x","NAME.x","NAMELSAD","MTFCC","FUNCSTAT","ALAND.x","AWATER.x","INTPTLAT","INTPTLON","STATEFP.y","SLDUST","AFFGEOID","GEOID.y","NAME.y","LSAD","LSY","ALAND.y","AWATER.y"
"97.2","55","015","020200","55015020200","202","Census Tract 202","G5020","S",251212020,2149943,"+44.1023958","-088.1283976","55","009","610U600US55009","55009","9","LU","2018",2060978336,4286694272
"98","55","015","020100","55015020100","201","Census Tract 201","G5020","S",92699112,393822,"+44.2043354","-088.0991233","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"98.1","55","015","020100","55015020100","201","Census Tract 201","G5020","S",92699112,393822,"+44.2043354","-088.0991233","55","009","610U600US55009","55009","9","LU","2018",2060978336,4286694272
"99","55","117","010900","55117010900","109","Census Tract 109","G5020","S",94063858,688764,"+43.6728605","-087.8555267","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"99.1","55","117","010900","55117010900","109","Census Tract 109","G5020","S",94063858,688764,"+43.6728605","-087.8555267","55","009","610U600US55009","55009","9","LU","2018",2060978336,4286694272
"100","55","117","011000","55117011000","110","Census Tract 110","G5020","S",92139494,1158117,"+43.6743314","-087.9801326","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"100.1","55","117","011000","55117011000","110","Census Tract 110","G5020","S",92139494,1158117,"+43.6743314","-087.9801326","55","009","610U600US55009","55009","9","LU","2018",2060978336,4286694272
"101","55","117","011200","55117011200","112","Census Tract 112","G5020","S",92992968,1384205,"+43.5877410","-087.9815260","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"101.1","55","117","011200","55117011200","112","Census Tract 112","G5020","S",92992968,1384205,"+43.5877410","-087.9815260","55","009","610U600US55009","55009","9","LU","2018",2060978336,4286694272
"102","55","009","940004","55009940004","9400.04","Census Tract 9400.04","G5020","S",3351849,0,"+44.5207187","-088.0897999","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"102.1","55","009","940004","55009940004","9400.04","Census Tract 9400.04","G5020","S",3351849,0,"+44.5207187","-088.0897999","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"103","55","009","000302","55009000302","3.02","Census Tract 3.02","G5020","S",2800414,0,"+44.5196410","-088.0738251","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"103.1","55","009","000302","55009000302","3.02","Census Tract 3.02","G5020","S",2800414,0,"+44.5196410","-088.0738251","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"104","55","009","000401","55009000401","4.01","Census Tract 4.01","G5020","S",2431785,0,"+44.5269473","-088.0511528","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"104.1","55","009","000401","55009000401","4.01","Census Tract 4.01","G5020","S",2431785,0,"+44.5269473","-088.0511528","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"105","55","009","000500","55009000500","5","Census Tract 5","G5020","S",1166418,0,"+44.5199870","-088.0334066","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"106","55","009","000600","55009000600","6","Census Tract 6","G5020","S",2155724,0,"+44.5078996","-088.0536607","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"106.1","55","009","000600","55009000600","6","Census Tract 6","G5020","S",2155724,0,"+44.5078996","-088.0536607","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"107","55","009","000700","55009000700","7","Census Tract 7","G5020","S",2444757,0,"+44.5089442","-088.0400955","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"107.1","55","009","000700","55009000700","7","Census Tract 7","G5020","S",2444757,0,"+44.5089442","-088.0400955","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"108","55","009","000800","55009000800","8","Census Tract 8","G5020","S",2083820,341425,"+44.5063579","-088.0272448","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"108.1","55","009","000800","55009000800","8","Census Tract 8","G5020","S",2083820,341425,"+44.5063579","-088.0272448","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"109","55","009","000900","55009000900","9","Census Tract 9","G5020","S",3109814,160355,"+44.5223675","-087.9955853","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"110","55","009","001000","55009001000","10","Census Tract 10","G5020","S",1485995,372203,"+44.5113080","-088.0138036","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"110.1","55","009","001000","55009001000","10","Census Tract 10","G5020","S",1485995,372203,"+44.5113080","-088.0138036","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"111","55","009","001200","55009001200","12","Census Tract 12","G5020","S",725065,23344,"+44.5097968","-088.0016513","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"112","55","009","001300","55009001300","13","Census Tract 13","G5020","S",1378566,0,"+44.5019738","-088.0111880","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"112.1","55","009","001300","55009001300","13","Census Tract 13","G5020","S",1378566,0,"+44.5019738","-088.0111880","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"113","55","009","001400","55009001400","14","Census Tract 14","G5020","S",2162482,117769,"+44.4973943","-087.9994156","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"113.1","55","009","001400","55009001400","14","Census Tract 14","G5020","S",2162482,117769,"+44.4973943","-087.9994156","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"114","55","107","960500","55107960500","9605","Census Tract 9605","G5020","S",16550412,1132551,"+45.4521004","-091.0889861","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"115","55","107","960200","55107960200","9602","Census Tract 9602","G5020","S",670405260,8805222,"+45.4886669","-091.4088947","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"115.1","55","107","960200","55107960200","9602","Census Tract 9602","G5020","S",670405260,8805222,"+45.4886669","-091.4088947","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"115.2","55","107","960200","55107960200","9602","Census Tract 9602","G5020","S",670405260,8805222,"+45.4886669","-091.4088947","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"116","55","107","960400","55107960400","9604","Census Tract 9604","G5020","S",434760973,3439465,"+45.3905325","-091.0596574","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"116.1","55","107","960400","55107960400","9604","Census Tract 9604","G5020","S",434760973,3439465,"+45.3905325","-091.0596574","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"117","55","107","960300","55107960300","9603","Census Tract 9603","G5020","S",273930636,16052118,"+45.3471641","-091.3103677","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"117.1","55","107","960300","55107960300","9603","Census Tract 9603","G5020","S",273930636,16052118,"+45.3471641","-091.3103677","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"118","55","107","960100","55107960100","9601","Census Tract 9601","G5020","S",970444772,15384334,"+45.5295289","-090.9138394","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"118.1","55","107","960100","55107960100","9601","Census Tract 9601","G5020","S",970444772,15384334,"+45.5295289","-090.9138394","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"119","55","061","960500","55061960500","9605","Census Tract 9605","G5020","S",275282545,7487750,"+44.3925871","-087.6338331","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"120","55","061","960200","55061960200","9602","Census Tract 9602","G5020","S",214813754,12154176,"+44.6109001","-087.5112345","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"121","55","061","960400","55061960400","9604","Census Tract 9604","G5020","S",388905190,3565319,"+44.5483182","-087.6555325","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"122","55","061","990000","55061990000","9900","Census Tract 9900","G5020","S",0,1896474481,"+44.5008790","-087.1604375",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","55","061","960100","55061960100","9601","Census Tract 9601","G5020","S",7950369,1654545,"+44.6056771","-087.4480081","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"124","55","133","200801","55133200801","2008.01","Census Tract 2008.01","G5020","S",13727763,294533,"+43.0780268","-088.1822925","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"124.1","55","133","200801","55133200801","2008.01","Census Tract 2008.01","G5020","S",13727763,294533,"+43.0780268","-088.1822925","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"124.2","55","133","200801","55133200801","2008.01","Census Tract 2008.01","G5020","S",13727763,294533,"+43.0780268","-088.1822925","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"125","55","133","201000","55133201000","2010","Census Tract 2010","G5020","S",8635004,47574,"+43.0475203","-088.0870288","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"126","55","133","203406","55133203406","2034.06","Census Tract 2034.06","G5020","S",49680592,759442,"+43.1617989","-088.2574251","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"126.1","55","133","203406","55133203406","2034.06","Census Tract 2034.06","G5020","S",49680592,759442,"+43.1617989","-088.2574251","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"127","55","133","203803","55133203803","2038.03","Census Tract 2038.03","G5020","S",30970316,486795,"+42.9516130","-088.3961089","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"127.1","55","133","203803","55133203803","2038.03","Census Tract 2038.03","G5020","S",30970316,486795,"+42.9516130","-088.3961089","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"128","55","133","201900","55133201900","2019","Census Tract 2019","G5020","S",38230637,8233001,"+42.8668558","-088.1059246","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"128.1","55","133","201900","55133201900","2019","Census Tract 2019","G5020","S",38230637,8233001,"+42.8668558","-088.1059246","55","021","610U600US55021","55021","21","LU","2018",1275300272,2427242738
"129","55","133","200300","55133200300","2003","Census Tract 2003","G5020","S",34758369,484976,"+43.1436087","-088.1601490","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"129.1","55","133","200300","55133200300","2003","Census Tract 2003","G5020","S",34758369,484976,"+43.1436087","-088.1601490","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"129.2","55","133","200300","55133200300","2003","Census Tract 2003","G5020","S",34758369,484976,"+43.1436087","-088.1601490","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"130","55","133","203500","55133203500","2035","Census Tract 2035","G5020","S",55059886,7957133,"+43.1501748","-088.3611110","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"130.1","55","133","203500","55133203500","2035","Census Tract 2035","G5020","S",55059886,7957133,"+43.1501748","-088.3611110","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"131","55","133","201101","55133201101","2011.01","Census Tract 2011.01","G5020","S",9902028,136927,"+43.0367954","-088.1132187","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"132","55","133","201800","55133201800","2018","Census Tract 2018","G5020","S",4985233,11449,"+42.9249090","-088.1076258","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"133","55","133","203601","55133203601","2036.01","Census Tract 2036.01","G5020","S",8643191,71225,"+43.1094955","-088.3502440","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"134","55","133","204002","55133204002","2040.02","Census Tract 2040.02","G5020","S",92129086,2307154,"+42.8930898","-088.4856083","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"134.1","55","133","204002","55133204002","2040.02","Census Tract 2040.02","G5020","S",92129086,2307154,"+42.8930898","-088.4856083","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"135","55","133","203200","55133203200","2032","Census Tract 2032","G5020","S",10919691,9975333,"+43.0805360","-088.3205188","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"136","55","133","203000","55133203000","2030","Census Tract 2030","G5020","S",9465601,191689,"+43.0390928","-088.2340528","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"137","55","133","202001","55133202001","2020.01","Census Tract 2020.01","G5020","S",53379845,1386696,"+42.8859564","-088.2677429","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"137.1","55","133","202001","55133202001","2020.01","Census Tract 2020.01","G5020","S",53379845,1386696,"+42.8859564","-088.2677429","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"137.2","55","133","202001","55133202001","2020.01","Census Tract 2020.01","G5020","S",53379845,1386696,"+42.8859564","-088.2677429","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
